0	1
1	-8
2	1
3	-8
4	1
5	-7
6	1
7	-28
8	2
9	-7
10	2
11	-7
12	2
13	-6
14	2
15	-32
16	4
17	-8
18	4
19	-7
20	4
21	-7
22	4
23	-29
24	8
25	-8
26	8
27	-7
28	8
29	-7
30	8
31	-32
32	-8
33	16
34	-7
35	16
36	-7
37	16
38	-7
39	16
40	-27
41	32
42	-7
43	32
44	-7
45	32
46	-8
47	32
48	-26
49	64
50	-7
51	64
52	-7
53	64
54	-7
55	64
56	-28
57	128
58	-9
59	128
60	-7
61	128
62	-1
63	128
64	-7
65	128
66	-32
67	-13
68	256
69	-8
70	256
71	-7
72	256
73	-7
74	256
75	-32
76	-7
77	1
78	4
79	-14
80	6
81	-7
82	4
83	-3
84	1
85	-3
86	4
87	-7
88	1
89	-7
90	4
91	2
92	-6
93	2
94	-3
95	2
96	-4
97	5
98	-7
99	5
100	-6
101	4
102	2
103	-7
104	2
105	-2
106	2
107	-3
108	2
109	-3
110	2
111	-3
112	16
113	-3
114	16
115	-3
116	16
117	-3
118	16
119	-3
120	32
121	-3
122	32
123	-3
124	1
125	128
126	-6
127	1
128	-7
129	2
130	-7
131	4
132	-3
133	1
134	-3
135	4
136	-7
137	5
138	-7
139	4
140	2
141	-7
142	2
143	-2
144	2
145	-3
146	2
147	-3
148	2
149	-3
150	16
151	-3
152	2
153	-3
154	2
155	-3
156	16
157	-7
158	1
159	-4
160	32
161	2
162	-2
163	1
164	-3
165	2
166	-3
167	2
168	-2
169	16
170	-3
171	16
172	-3
173	32
174	-6
175	1
176	128
177	-7
178	1
179	-6
180	2
181	-8
182	8
183	-3
184	1
185	-2
186	8
187	-8
188	9
189	-7
190	2
191	-7
192	8
193	-7
194	1
195	-7
196	9
197	-7
198	2
199	-7
200	2
201	-3
202	2
203	-3
204	2
205	-3
206	2
207	-3
208	16
209	-1
210	16
211	-1
212	16
213	-3
214	16
215	-3
216	16
217	-3
218	32
219	-7
220	129
221	-7
222	1
223	-7
224	2
225	-11
226	1
227	-3
228	8
229	-7
230	1
231	-8
232	2
233	-7
234	8
235	-7
236	2
237	-1
238	16
239	-1
240	1
241	-2
242	32
243	-4
244	1
245	-1
246	2
247	-4
248	1
249	-2
250	32
251	-4
252	1
253	-3
254	2
255	-4
256	1
257	-1
258	32
259	-5
260	1
261	-3
262	2
263	-14
264	129
265	-15
266	2
267	-7
268	8
269	-4
270	1
271	-2
272	8
273	-7
274	1
275	-7
276	2
277	-3
278	16
279	-3
280	32
281	-3
282	1
283	-3
284	2
285	128
286	-2
287	128
288	-3
289	129
290	-7
291	1
292	-1
293	2
294	-5
295	64
296	-4
297	1
298	-2
299	66
300	-3
301	1
302	-3
303	2
304	-3
305	2
306	-3
307	16
308	-2
309	16
310	-4
311	32
312	-3
313	32
314	-3
315	129
316	-7
317	9
318	-7
319	2
320	-12
321	1
322	-2
323	8
324	-7
325	1
326	-8
327	2
328	-7
329	8
330	-3
331	1
332	-4
333	2
334	-3
335	1
336	-8
337	1
338	-1
339	2
340	-5
341	1
342	-4
343	16
344	-1
345	1
346	2
347	-5
348	1
349	-6
350	1
351	-1
352	2
353	-4
354	1
355	-5
356	16
357	-2
358	1
359	-2
360	160
361	1
362	-6
363	4
364	-4
365	1
366	-3
367	2
368	-7
369	8
370	-3
371	2
372	-1
373	4
374	1
375	-3
376	2
377	-3
378	4
379	-3
380	1
381	-3
382	2
383	-7
384	8
385	-9
386	1
387	-3
388	2
389	-6
390	1
391	-3
392	4
393	66
394	-6
395	2
396	-3
397	2
398	-2
399	16
400	-3
401	2
402	-3
403	2
404	-7
405	32
406	-3
407	32
408	-3
409	32
410	-3
411	32
412	-4
413	129
414	-11
415	1
416	-3
417	2
418	-7
419	1
420	-7
421	5
422	-7
423	4
424	-3
425	1
426	-3
427	2
428	-7
429	2
430	-1
431	2
432	-1
433	2
434	-1
435	2
436	-1
437	2
438	-3
439	2
440	-3
441	16
442	-3
443	18
444	-2
445	2
446	-3
447	16
448	-3
449	32
450	-2
451	1
452	-5
453	2
454	-2
455	1
456	-3
457	16
458	-1
459	16
460	-1
461	16
462	-4
463	16
464	-3
465	16
466	-2
467	32
468	-3
469	32
470	-3
471	129
472	-16
473	2
474	-8
475	64
476	-3
477	1
478	-1
479	4
480	64
481	-6
482	1
483	64
484	-6
485	66
486	-7
487	4
488	72
489	-7
490	4
491	65
492	-7
493	64
494	-2
495	1
496	-3
497	4
498	2
499	-2
500	1
501	-3
502	2
503	-3
504	2
505	-3
506	16
507	-3
508	2
509	-3
510	2
511	-3
512	16
513	-2
514	32
515	-2
516	1
517	-4
518	98
519	-7
520	129
521	-17
522	66
523	-2
524	1
525	-4
526	68
527	-3
528	1
529	-3
530	68
531	-6
532	1
533	64
534	-6
535	6
536	-8
537	64
538	-2
539	1
540	-3
541	2
542	-2
543	2
544	1
545	-7
546	1
547	-2
548	2
549	-3
550	1
551	-7
552	1
553	-3
554	2
555	-2
556	2
557	1
558	-8
559	1
560	-2
561	2
562	-3
563	1
564	-7
565	2
566	-3
567	128
568	1
569	-7
570	64
571	-3
572	1
573	-4
574	2
575	-3
576	128
577	-2
578	5
579	64
580	-6
581	5
582	64
583	-6
584	16
585	-3
586	16
587	-2
588	16
589	-3
590	16
591	-3
592	1
593	-8
594	9
595	-7
596	64
597	-8
598	2
599	-6
600	64
601	-3
602	2
603	-2
604	2
605	-3
606	2
607	-3
608	16
609	-7
610	2
611	-3
612	16
613	-3
614	32
615	-4
616	2
617	-3
618	129
619	-6
620	8
621	1
622	-7
623	10
624	-7
625	8
626	-3
627	1
628	-3
629	8
630	-7
631	9
632	-7
633	2
634	-7
635	2
636	-3
637	2
638	-3
639	2
640	-3
641	2
642	-3
643	16
644	-3
645	16
646	-4
647	2
648	-3
649	16
650	-3
651	48
652	-3
653	1
654	-3
655	34
656	-3
657	1
658	-2
659	32
660	-3
661	32
662	-2
663	32
664	-3
665	32
666	-3
667	4
668	64
669	-2
670	64
671	-2
672	129
673	-8
674	64
675	-8
676	66
677	-8
678	64
679	-2
680	1
681	-3
682	64
683	-7
684	65
685	-7
686	2
687	64
688	-7
689	72
690	-7
691	65
692	-7
693	5
694	-6
695	66
696	-4
697	1
698	-2
699	64
700	-3
701	16
702	-3
703	68
704	-3
705	1
706	-3
707	66
708	-7
709	76
710	-7
711	72
712	-7
713	65
714	-7
715	64
716	-3
717	1
718	-3
719	66
720	-7
721	64
722	-7
723	5
724	-7
725	65
726	-7
727	66
728	-2
729	1
730	-4
731	76
732	-7
733	65
734	-11
735	2
736	-3
737	16
738	-4
739	1
740	-3
741	18
742	-2
743	1
744	-3
745	2
746	-3
747	16
748	-7
749	1
750	-2
751	162
752	-3
753	128
754	-3
755	129
756	-7
757	129
758	-8
759	64
760	-2
761	1
762	-4
763	2
764	-3
765	128
766	-3
767	65
768	-8
769	5
770	-7
771	64
772	-3
773	1
774	-2
775	66
776	-3
777	1
778	-3
779	64
780	-2
781	8
782	-4
783	5
784	64
785	-3
786	8
787	-3
788	64
789	-2
790	1
791	-4
792	2
793	-3
794	1
795	-2
796	64
797	-3
798	2
799	-3
800	2
801	-3
802	2
803	-7
804	2
805	-3
806	2
807	-3
808	16
809	-7
810	2
811	-3
812	129
813	-7
814	1
815	-7
816	2
817	64
818	-2
819	1
820	-3
821	64
822	-6
823	1
824	64
825	-6
826	4
827	65
828	-7
829	2
830	-7
831	2
832	-1
833	2
834	-1
835	2
836	-1
837	2
838	-2
839	2
840	-3
841	2
842	-3
843	2
844	-3
845	2
846	-2
847	16
848	-4
849	16
850	-3
851	16
852	-2
853	16
854	-3
855	16
856	-3
857	16
858	-3
859	32
860	-3
861	32
862	-2
863	32
864	-3
865	32
866	-3
867	32
868	-3
869	32
870	-3
871	129
872	-3
873	8
874	-8
875	1
876	-3
877	8
878	-6
879	1
880	-8
881	137
882	-15
883	72
884	-7
885	1
886	-7
887	129
888	-3
889	8
890	-7
891	1
892	-2
893	8
894	-7
895	1
896	-6
897	1
898	128
899	-16
900	2
901	-1
902	2
903	-15
904	9
905	128
906	-32
907	-32
908	-32
909	256
910	-7
911	256
912	-7
913	256
